Election Program Name,LocalBody Name,Division,District,Name of Contesting Candidate,constituency,Total Votes Secured,Party Name,Rank
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Anand Uttam Nirbhavane,131,78,Bhartiya Manavatawadi Party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BALKRISHNA SHRIDHAR MHASKAR,131,48,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Rajesh Roopnarayan Singh,131,35,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,131,516,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PARAG KISHOR SHAH,132,14519,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PRAVIN VELJI CHHEDA,132,11794,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUDHAKAR LAXMAN PATIL,132,1203,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BOBBY RAMANAND CHANDELIYA,132,240,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ASHWIN MITHUBHAI JOSHI,132,149,Bahujan Samaj Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANJAY SHAMRAO SONAWALE,132,110,Bahujan Mukti Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJU SHRINIWASAN NAICKER,132,63,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,132,348,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Parmeshwar Tukaram Kadam,133,5037,Maharashtra Navnirman Sena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RATNAM PRIYASWAMI DEVENDRA,133,3791,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,vikas damodar pawar,133,3526,Bahujan Samaj Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Santosh Bhagoji Pingle,133,3000,Independent,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SACHIN MARUTI GAIKWAD,133,2977,Shivsena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NAMDEV DAMU UBALE,133,1236,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANIL MARUTI SHINDE,133,1097,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MILIND BHAGWAN GAIKWAD,133,942,Bharip Bahujan Mahasangh,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BRIJMOHAN BALRAM SHARMA,133,920,Indian National Congress,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ABDULAZIZ ATIKJABBAR SHAIKH,133,863,Samajwadi Party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANOJ SHIVAJI DHUMALE,133,497,Nationalist Congress Party,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nitin Raghunath Jadhav,133,295,Bhartiya Manavatawadi Party,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJU SUDAM KHARAT,133,192,Independent,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAVINDRA BABURAO NETAVATE,133,144,Republican Party of India (A),14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VINOD DAGADU SALVE,133,120,Independent,15
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VINOD ROHIDAS SONAWANE,133,118,Independent,16
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AVINASH LAXMAN PANDHARE,133,96,Independent,17
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUDHIR LAXMAN KAMBLE,133,89,Lok Janshakti Party,18
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUSHILKUMAR SANTBAHADUR SINGH,133,74,Independent,19
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sandeep Manohar Shete,133,68,Independent,20
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NADEEM NOOR SAYYED,133,47,Akhil Bharatiya Sena,21
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,UMESH SAHEBRAO AMRUTKAR,133,44,Independent,22
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Dilip Bholanath Sharma,133,40,united congress party,23
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,133,435,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHAERA SHAFAHAD KHAN,134,6671,Samajwadi Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SAGIRUNNISA AKHTARALAM KHAN,134,2663,All India Majlis e Ittehadul Muslimeen,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOORJAHAN ABDULMAJID INAMDAR,134,1915,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VARSHA SANTOSH MOHITE,134,1088,Shivsena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,TESINA SIRAJUDDIN ANSARI,134,829,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,REKHA NARENDRA MORE,134,412,Bhartiya Janata Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,FATIMABEE SHERALI SIDDIKI,134,380,Bahujan Samaj Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AKHTARUNNISA ISRAR KHAN,134,93,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SALEHA SAKIR KHAN,134,83,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Noor Saba Feroz Ahmed Choudhary,134,77,Bhartiya Janata Party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KHUSALAIN PAPPU KHAN,134,72,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NASIMBANO ISAKALI SHAIKH,134,59,Bhartiya Janata Party,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Kalpana Kishor Gaikwad,134,52,All India Majlis e Ittehadul Muslimeen,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,REHANABANOO AFZAL KHAN,134,49,Independent,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,kavita shivprasad tripathi,134,33,Indian Union Muslim League,15
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,FARIDABI NOORMOHAMMED SHAIKH,134,19,Bhartiya Shetkari Kamgar Paksh,16
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,134,47,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Samiksha Deepak Sakre,135,2804,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Kailashi Ramkumar Verma,135,2103,Independent,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RIAA YOGESH BARGE,135,1941,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KHATIJABI BASHIRAHMED SUBRATI,135,1701,All India Majlis e Ittehadul Muslimeen,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHAHEEN FAZLURREHMAN CHOUDHARY,135,1362,Samajwadi Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ashwini Kisan Pawar,135,1315,Republican Party of India (A),6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Surayya Shabbir Petkar,135,1033,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NIRMALADEVI VASANT SINGH,135,933,Indian National Congress,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PALLAVI SAROJ JAISWAL,135,850,Bahujan Samaj Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Rama Babasaheb Kashid,135,386,Bhartiya Janata Party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shobha Vasant Khirawale,135,339,Maharashtra Navnirman Sena,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNANDA VIJAY THORAT,135,317,Bhartiya Shetkari Kamgar Paksh,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Rupali Nilesh Patil,135,234,Independent,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ASHVINI SATISH GAIKWAD,135,160,Bahujan Vikas Aghadi,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ZARINABEGUM SHAULHAMEED nil,135,155,Nationalist Congress Party,15
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Meena Narendra Baske,135,57,Independent,16
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,135,73,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RUKHSANA NAZIM SIDDIQUI,136,6364,Samajwadi Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ASMINBANO BILALAHMED KHAN,136,2665,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NURIKHATUN SAEED KHAN,136,2370,All India Majlis e Ittehadul Muslimeen,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,QUAMRUNNISA MOHAMMAD NAZIR ANSARI,136,1703,Nationalist Congress Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHABNAM IRSHADILAHI SHAIKH,136,1374,Shivsena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANITA ANIL KAMBLE,136,1139,Bhartiya Janata Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNANDA SIDDHARTH USTURE,136,152,Maharashtra Navnirman Sena,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHABNAM SIRAJUDDIN ANSARI,136,94,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,136,82,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ayesha Rafique Shaikh,137,8343,Samajwadi Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANDHYA MAHADEO AMBEKAR,137,5695,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BISMILLA ZAKIR MURSAL,137,1125,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,JAYMALA KAILASH SARGAR,137,684,Bhartiya Janata Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,FARIDA SHOUKAT MOMIN,137,645,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,137,236,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AYESHABANO AINMOHAMMED KHAN,138,6110,Samajwadi Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,REHANA MOHDIQBAL SHAIKH,138,4467,Independent,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNANDA ANAND SHINDE,138,3378,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PARVEEN NASEEMAHMED KHAN,138,1395,Nationalist Congress Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHABNAM MATINAHMED KHAN,138,1245,Indian National Congress,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shamim bano Mohammed Tarique Khan,138,681,Bhartiya Janata Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHABANABANO SUBHAN ANSARI,138,488,All India Majlis e Ittehadul Muslimeen,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NAUREENFATIMA MOHAMMADRAZA SHAIKH,138,109,Bhartiya Shetkari Kamgar Paksh,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHIRIN SAMIULLAH ANSARI,138,74,Indian Union Muslim League,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ZAINABBEE ABRAR KHAN,138,32,Samajwadi Party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAZIYASULTANA IMRAN KHAN,138,12,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,138,132,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AKHTER ABDULRAJJAK QURESHI,139,4782,Samajwadi Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Arun Vishwanath Kamble,139,3913,Bharip Bahujan Mahasangh,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SURESH KRISHNARAO PATIL,139,3733,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shareef ibrahim Shaikh,139,2077,All India Majlis e Ittehadul Muslimeen,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VELUSWAMY SUBHEEYA NAIDU,139,1542,Indian National Congress,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJENDRA WAMAN WAGHMARE,139,686,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SATISH VISHWAMBHAR VAIDYA,139,609,Maharashtra Navnirman Sena,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAMESH SURESH KAMBLE,139,534,Bahujan Samaj Party,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,CHANDRAKANT DADU NYAYNIRGUNE,139,441,Republican Party of India (A),9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Prakash Supadu Bankar,139,372,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MOHAMMEDIRFAN KARIMAHMED SHAIKH,139,292,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MEENA BHAUSAHEB SALVE,139,285,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ratan Piraji Nirbhavane,139,249,bahujan republican sociolist party,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Pravin Ambadas Dabhade,139,177,Independent,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ERPHANGULAM ASGAR MIRZA,139,171,Bhartiya Shetkari Kamgar Paksh,15
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,GANGARAM DULBA KAMBLE,139,107,Independent,16
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PRAVIN JANARDHAN AWARE,139,64,Independent,17
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MUKHTARHUSSAIN HAKIM RIZVI,139,50,Indian National Congress,18
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ananda Vitthal Nirmale,139,48,Republican Paksha Khoripa,19
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHAKEELAHMED FAKIRMOHAMMED SHAIKH,139,36,Independent,20
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NIRAJ NATHURAM UBHARE,139,21,Rashtriya Samaj Paksha,21
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MOHAMMADALI MUMTAJALI SAYYED,139,8,Indian Union Muslim League,22
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,139,230,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nadiya Mohsin Shaikh,140,4673,Nationalist Congress Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Surekha Shankar Dhaygude,140,3848,Bharip Bahujan Mahasangh,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AYESHA ANIS SHAIKH,140,3277,Samajwadi Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RANJANA SHAHAJI NARAVADE,140,3269,Shivsena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VAISHALI SHASHIKANT PATIL,140,3223,Indian National Congress,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MADHAVI ASHOK PATIL,140,1472,Rashtriya Samaj Paksha,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BHARATI SANJAY KHARE,140,1055,Maharashtra Navnirman Sena,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RESHMA RAMESH NEVREKAR,140,459,Bhartiya Shetkari Kamgar Paksh,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,140,405,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Vitthal Govind Lokare,141,3642,Indian National Congress,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Dinesh Harishchandra Panchal,141,2658,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nadim MohdRafi Durrani,141,2337,Samajwadi Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Vijay Suresh Raorane,141,2249,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sajid Abdul Hakim Khan,141,2135,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,HEMANT RAMCHANDRA SALVI,141,1998,Shivsena,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shatabdi Siddharth Kamble,141,1114,Bharip Bahujan Mahasangh,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,abdulkadeer usmangani sayyed,141,388,All India Majlis e Ittehadul Muslimeen,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,JAYASHREE PRAKASH GAIKWAD,141,308,Bahujan Samaj Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AMOL BHIMRAO KSHIRSAGAR,141,107,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Atmaram Ramkishan Suryawanshi,141,95,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Paul Martin Fernandes,141,83,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MADHUKAR SIDRAM RASTE,141,70,Nationalist Congress Party,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sambhaji Balu Waghmare,141,69,Independent,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NILESH KASHINATH BANSODE,141,68,Independent,15
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RIZWAN AKHTAR QURESHI,141,60,Indian Union Muslim League,16
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,CHANDANKUMAR PREMCHAND BHATT,141,52,Bhartiya Shetkari Kamgar Paksh,17
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Santosh Genu Dhotre,141,48,Independent,18
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MohdJahangir MohdYusuf Ansari,141,42,Independent,19
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ganesh Dagduba Sable,141,37,Bahujan Mukti Party,20
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AhmedParvez ImtiyazAhmed Idrisi,141,27,Independent,21
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SAUMITRASEN EKNATH DHIWAR,141,12,Independent,22
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,141,107,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VAISHALI NAVIN SHEWALE,142,5312,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUREKHA CHANDRAKANT ALDAR,142,3122,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Neeta Vikas Tambe,142,2029,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,sarika sanjay kamble,142,1241,Nationalist Congress Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Vaishali Suresh Khillare,142,1120,Maharashtra Navnirman Sena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MEENAKSHI HARISHCHANDRA AJGAONKAR,142,530,Bahujan Samaj Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Gitanjali Shankar Sathe,142,227,Republican Party of India (A),7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,sunita dinkar kamble,142,183,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANISHA SHRIRANG JAGTAP,142,88,Bharip Bahujan Mahasangh,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUSHMITA NITISH VHATKAR,142,54,Indian National Congress,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shobha Siddharth Suradkar,142,49,Shivsena,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,142,195,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Rutuja Rhadayanath Tari,143,4031,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ayesha MehmoodQadri Sayyed,143,3882,All India Majlis e Ittehadul Muslimeen,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Chhaya Sumersingh Patil,143,2853,Maharashtra Navnirman Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ILASBI PAIGAMBAR MUJAWAR,143,2613,Nationalist Congress Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PURVA PRADIP HARAM,143,2045,Bhartiya Janata Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,shilpa satish belamkar,143,1059,Indian National Congress,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUSHMA MAHAVIR SONWANE,143,835,Bahujan Samaj Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANISHA PRABHAKAR PATIL,143,665,Indian National Congress,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DIPIKA SANDEEP AGRE,143,171,Bahujan Samaj Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANGITA SHRIPATI NARALE,143,170,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,143,255,,
